child_events,id,ticket_id,timestamp,created_at,updater_id,via,system,event_type
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":707647295933,""comment_present"":true,""via"":""Web form""},{""subject"":""Mail Chimp Error - Mailchimp Job 468344303 Killed"",""event_type"":""Create"",""via_reference_id"":null,""id"":707647296073,""via"":""Web form""},{""event_type"":""Create"",""via_reference_id"":null,""requester_id"":16287179008,""id"":707647296153,""via"":""Web form""},{""event_type"":""Create"",""via_reference_id"":null,""id"":707647296233,""assignee_id"":26702680788,""via"":""Web form""},{""event_type"":""Create"",""via_reference_id"":null,""id"":707647296273,""group_id"":25879637,""via"":""Web form""},{""event_type"":""Create"",""organization_id"":""13153382847"",""via_reference_id"":null,""id"":707647296313,""via"":""Web form""},{""event_type"":""Create"",""via_reference_id"":null,""ticket_form_id"":""166578"",""id"":707647296413,""via"":""Web form""},{""event_type"":""Create"",""brand_id"":""381217"",""via_reference_id"":null,""id"":707647296493,""via"":""Web form""},{""event_type"":""Create"",""via_reference_id"":null,""id"":707647296553,""via"":""Web form"",""type"":""question""},{""event_type"":""Create"",""via_reference_id"":null,""priority"":""normal"",""id"":707647296593,""via"":""Web form""},{""event_type"":""Create"",""status"":""pending"",""via_reference_id"":null,""id"":707647296693,""via"":""Web form""},{""event_type"":""Create"",""via_reference_id"":null,""removed_tags"":[],""id"":707647296753,""added_tags"":[""category-data-collection-bulk"",""datacenter_aws"",""dataconnector"",""ended-escalated-only-support""],""tags"":[""category-data-collection-bulk"",""datacenter_aws"",""dataconnector"",""ended-escalated-only-support""],""via"":""Web form""},{""event_type"":""Create"",""via_reference_id"":null,""custom_ticket_fields"":{""81568788"":""ended-escalated-only-support""},""id"":707647296833,""via"":""Web form""},{""event_type"":""Create"",""via_reference_id"":null,""custom_ticket_fields"":{""77496087"":""dataconnector""},""id"":707647296933,""via"":""Web form""},{""event_type"":""Create"",""via_reference_id"":null,""custom_ticket_fields"":{""77984587"":""category-data-collection-bulk""},""id"":707647296993,""via"":""Web form""},{""event_type"":""Create"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""619""},""id"":707647297033,""via"":""Web form""},{""event_type"":""Create"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""619""},""id"":707647297053,""via"":""Web form""},{""event_type"":""Create"",""via_reference_id"":null,""custom_ticket_fields"":{""26703268"":""0""},""id"":707647297073,""via"":""Web form""}]",7.07647E+11,38881,1557912862,34:22.0,26702680788,Web form,"{""location"":""Tokyo, 40, Japan"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""longitude"":139.7677,""latitude"":35.64269999999999}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":707647586293,""comment_present"":true,""via"":""Chat""},{""event_type"":""Change"",""is_public"":""t"",""via_reference_id"":null,""id"":707647586333,""previous_value"":""0"",""via"":""Chat""}]",7.07648E+11,38880,1557912891,34:51.0,3.70152E+11,Chat,"{""location"":""Fairfield, CT, United States"",""client"":""Zopim-Zendesk Integration v2"",""longitude"":-73.2637,""latitude"":41.1412}",Audit
"[{""comment_public"":false,""event_type"":""Comment"",""via_reference_id"":null,""id"":708311651374,""comment_present"":true,""via"":""Chat""}]",7.08312E+11,38880,1557912945,35:45.0,3.70152E+11,Chat,"{""location"":""Fairfield, CT, United States"",""client"":""Zopim-Zendesk Integration v2"",""longitude"":-73.2637,""latitude"":41.1412}",Audit
"[{""event_type"":""Change"",""satisfaction_score"":""good"",""via_reference_id"":null,""id"":707648221933,""previous_value"":""unoffered"",""via"":""Chat""}]",7.07648E+11,38880,1557912946,35:46.0,3.70152E+11,Chat,"{""location"":""Nerima, 40, Japan"",""client"":null,""longitude"":139.64999999999998,""latitude"":35.733300000000014}",Audit
"[{""event_type"":""Change"",""via_reference_id"":null,""removed_tags"":[],""id"":708311657014,""added_tags"":[""zopim_chat_ended""],""tags"":[""datacenter_aws_tokyo"",""zopim_chat"",""zopim_chat_ended""],""via"":""Web service""}]",7.08312E+11,38880,1557912946,35:46.0,-1,Web service,"{""location"":null,""client"":null,""longitude"":null,""latitude"":null}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":708312147274,""comment_present"":true,""via"":""Web form""},{""event_type"":""Change"",""status"":""solved"",""via_reference_id"":null,""id"":708312147314,""previous_value"":""open"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""2692""},""id"":708312147354,""previous_value"":""2608"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""84""},""id"":708312147374,""previous_value"":""26"",""via"":""Web form""}]",7.08312E+11,38851,1557912989,36:29.0,5396187947,Web form,"{""location"":""Tokyo, 40, Japan"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""longitude"":139.7677,""latitude"":35.64269999999999}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":707648965753,""comment_present"":true,""via"":""Web service""},{""event_type"":""Change"",""status"":""open"",""via_reference_id"":null,""id"":707648965813,""previous_value"":""solved"",""via"":""Web service""}]",7.07649E+11,38851,1557913012,36:52.0,21135472307,Web service,"{""location"":""Fairfield, CT, United States"",""client"":""node-zendesk/1.3.0 (node/10.14.2)"",""longitude"":-73.2637,""latitude"":41.1412}",Audit
"[{""event_type"":""Change"",""via_reference_id"":null,""removed_tags"":[],""id"":707649444493,""added_tags"":[""inc"",""treasure_data"",""zopim_chat_ended""],""tags"":[""category-treasure-reporting"",""datacenter_aws"",""ended-escalated-only-support"",""inc"",""treasure-reporting"",""treasure_data"",""zopim_chat"",""zopim_chat_ended""],""via"":""Web service""}]",7.07649E+11,38879,1557913054,37:34.0,-1,Web service,"{""location"":null,""client"":null,""longitude"":null,""latitude"":null}",Audit
"[{""comment_public"":false,""event_type"":""Comment"",""via_reference_id"":null,""id"":708312903714,""comment_present"":true,""via"":""Chat""}]",7.08313E+11,38879,1557913054,37:34.0,3.65507E+11,Chat,"{""location"":""Fairfield, CT, United States"",""client"":""Zopim-Zendesk Integration v2"",""longitude"":-73.2637,""latitude"":41.1412}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":707649762473,""comment_present"":true,""via"":""Web service""},{""event_type"":""Change"",""status"":""open"",""via_reference_id"":null,""id"":707649762553,""previous_value"":""pending"",""via"":""Web service""}]",7.0765E+11,38867,1557913077,37:57.0,23477553947,Web service,"{""location"":""Ashburn, VA, United States"",""client"":""node-zendesk/1.3.0 (node/10.14.2)"",""longitude"":-77.4728,""latitude"":39.048100000000005}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":708313405334,""comment_present"":true,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""id"":708313405354,""previous_value"":""0"",""via"":""Web form"",""type"":""question""},{""event_type"":""Change"",""via_reference_id"":null,""priority"":""normal"",""id"":708313405374,""previous_value"":""0"",""via"":""Web form""},{""event_type"":""Change"",""status"":""solved"",""via_reference_id"":null,""id"":708313405394,""previous_value"":""open"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""3733""},""id"":708313405414,""previous_value"":""247"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""3486""},""id"":708313405454,""previous_value"":""1"",""via"":""Web form""}]",7.08313E+11,38794,1557913098,38:18.0,26702680788,Web form,"{""location"":""Tokyo, 40, Japan"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""longitude"":139.7677,""latitude"":35.64269999999999}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":708313885914,""comment_present"":true,""via"":""Web form""}]",7.08314E+11,38875,1557913142,39:02.0,1166787268,Web form,"{""location"":""Jakarta, 04, Indonesia"",""client"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.157 Safari/537.36"",""longitude"":106.82940000000002,""latitude"":-6.1743999999999915}",Audit
"[{""event_type"":""Change"",""status"":""solved"",""via_reference_id"":null,""id"":708314679114,""previous_value"":""open"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""2738""},""id"":708314679174,""previous_value"":""2692"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""46""},""id"":708314679194,""previous_value"":""84"",""via"":""Web form""}]",7.08315E+11,38851,1557913216,40:16.0,5396187947,Web form,"{""location"":""Tokyo, 40, Japan"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""longitude"":139.7677,""latitude"":35.64269999999999}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":707651472553,""comment_present"":true,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""id"":707651472653,""previous_value"":""0"",""via"":""Web form"",""type"":""question""},{""event_type"":""Change"",""via_reference_id"":null,""priority"":""normal"",""id"":707651472693,""previous_value"":""0"",""via"":""Web form""},{""event_type"":""Change"",""status"":""solved"",""via_reference_id"":null,""id"":707651472733,""previous_value"":""open"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""removed_tags"":[],""id"":707651472773,""added_tags"":[""category-data-delivery"",""ended-escalated-only-support"",""job-investigation-datadelivery""],""tags"":[""category-data-delivery"",""datacenter_aws"",""ended-escalated-only-support"",""inc"",""job-investigation-datadelivery"",""treasure_data"",""zopim_chat"",""zopim_chat_ended""],""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""81568788"":""ended-escalated-only-support""},""id"":707651472813,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""77496087"":""job-investigation-datadelivery""},""id"":707651472853,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""77984587"":""category-data-delivery""},""id"":707651472913,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""4624""},""id"":707651472993,""previous_value"":""3429"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""1195""},""id"":707651473093,""previous_value"":""6"",""via"":""Web form""}]",7.07651E+11,38826,1557913232,40:32.0,26702680788,Web form,"{""location"":""Tokyo, 40, Japan"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""longitude"":139.7677,""latitude"":35.64269999999999}",Audit
"[{""subject"":""Presto Utilization Dashboard有効化"",""event_type"":""Change"",""via_reference_id"":null,""id"":708318027874,""previous_value"":""Chat with tanaka t-tanaka@unext.jp"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""id"":708318027914,""previous_value"":""0"",""via"":""Web form"",""type"":""question""},{""event_type"":""Change"",""via_reference_id"":null,""priority"":""normal"",""id"":708318027994,""previous_value"":""0"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""removed_tags"":[],""id"":708318028054,""added_tags"":[""category-tools"",""console-newtd"",""ended-escalated-only-support"",""ended-operation""],""tags"":[""category-tools"",""console-newtd"",""datacenter_aws"",""datacenter_idcf"",""ended-escalated-only-support"",""ended-operation"",""inc"",""jira_escalated"",""treasure_data"",""zopim_chat"",""zopim_chat_ended""],""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""81568788"":""ended-escalated-only-support""},""id"":708318028134,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""77496087"":""console-newtd""},""id"":708318028194,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""81568808"":""ended-operation""},""id"":708318028234,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""77984587"":""category-tools""},""id"":708318028314,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""280""},""id"":708318028354,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""280""},""id"":708318028414,""previous_value"":null,""via"":""Web form""}]",7.08318E+11,38864,1557913525,45:25.0,5396187947,Web form,"{""location"":""Tokyo, 40, Japan"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""longitude"":139.7677,""latitude"":35.64269999999999}",Audit
"[{""comment_public"":false,""event_type"":""Comment"",""via_reference_id"":null,""id"":708268945174,""comment_present"":true,""via"":""Chat""}]",7.08269E+11,38875,1557909350,35:50.0,1166787268,Chat,"{""location"":""Fairfield, CT, United States"",""client"":""Zopim-Zendesk Integration v2"",""longitude"":-73.2637,""latitude"":41.1412}",Audit
"[{""comment_public"":false,""event_type"":""Comment"",""via_reference_id"":369809761973,""id"":708320052914,""comment_present"":true,""via"":""Merge""},{""event_type"":""Change"",""status"":""closed"",""via_reference_id"":369809761973,""id"":708320053014,""previous_value"":""open"",""via"":""Merge""},{""event_type"":""Change"",""via_reference_id"":369809761973,""removed_tags"":[],""id"":708320053094,""added_tags"":[""closed_by_merge""],""tags"":[""closed_by_merge"",""datacenter_aws_tokyo"",""zopim_chat"",""zopim_chat_ended""],""via"":""Merge""}]",7.0832E+11,38880,1557913720,48:40.0,3.73612E+11,Merge,"{""location"":""Inagi, 40, Japan"",""client"":null,""longitude"":139.55880000000002,""latitude"":35.6345}",TicketMergeAudit
"[{""comment_public"":false,""event_type"":""Comment"",""via_reference_id"":null,""id"":708320055814,""comment_present"":true,""via"":""Merge""}]",7.0832E+11,38877,1557913720,48:40.0,3.73612E+11,Merge,"{""location"":""Inagi, 40, Japan"",""client"":null,""longitude"":139.55880000000002,""latitude"":35.6345}",TicketMergeAudit
"[{""subject"":""null string cause skip line"",""event_type"":""Change"",""via_reference_id"":null,""id"":708320807074,""previous_value"":""Chat with hayashi.yutaro.ee@mynavi.jp"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""id"":708320807174,""previous_value"":""0"",""via"":""Web form"",""type"":""question""},{""event_type"":""Change"",""via_reference_id"":null,""priority"":""normal"",""id"":708320807294,""previous_value"":""0"",""via"":""Web form""},{""event_type"":""Change"",""status"":""solved"",""via_reference_id"":null,""id"":708320807334,""previous_value"":""open"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""removed_tags"":[],""id"":708320807394,""added_tags"":[""category-data-collection-bulk"",""dataconnector"",""ended-escalated-only-support"",""ended-workaround""],""tags"":[""category-data-collection-bulk"",""datacenter_aws_tokyo"",""dataconnector"",""ended-escalated-only-support"",""ended-workaround"",""inc"",""treasure_data"",""zopim_chat"",""zopim_chat_ended""],""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""81568788"":""ended-escalated-only-support""},""id"":708320807434,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""77496087"":""dataconnector""},""id"":708320807534,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""81568808"":""ended-workaround""},""id"":708320807594,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""77984587"":""category-data-collection-bulk""},""id"":708320807674,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""69""},""id"":708320807754,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""69""},""id"":708320807794,""previous_value"":null,""via"":""Web form""}]",7.08321E+11,38877,1557913792,49:52.0,3.73612E+11,Web form,"{""location"":""Tokyo, 40, Japan"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""longitude"":139.7677,""latitude"":35.64269999999999}",Audit
"[{""subject"":""incremental behavior of Data Connector for S3"",""event_type"":""Change"",""via_reference_id"":null,""id"":707658392433,""previous_value"":""Chat with kentaro iwanaga"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""id"":707658392473,""previous_value"":""0"",""via"":""Web form"",""type"":""question""},{""event_type"":""Change"",""via_reference_id"":null,""priority"":""normal"",""id"":707658392513,""previous_value"":""0"",""via"":""Web form""},{""event_type"":""Change"",""status"":""solved"",""via_reference_id"":null,""id"":707658392533,""previous_value"":""open"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""removed_tags"":[],""id"":707658392593,""added_tags"":[""category-data-collection-bulk"",""dataconnector"",""ended-escalated-only-support"",""ended-workaround""],""tags"":[""category-data-collection-bulk"",""datacenter_aws"",""dataconnector"",""ended-escalated-only-support"",""ended-workaround"",""inc"",""treasure_data"",""zopim_chat"",""zopim_chat_ended""],""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""81568788"":""ended-escalated-only-support""},""id"":707658392633,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""77496087"":""dataconnector""},""id"":707658392673,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""81568808"":""ended-workaround""},""id"":707658392773,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""77984587"":""category-data-collection-bulk""},""id"":707658392853,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""64""},""id"":707658392893,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""64""},""id"":707658392993,""previous_value"":null,""via"":""Web form""}]",7.07658E+11,38878,1557913865,51:05.0,3.73612E+11,Web form,"{""location"":""Tokyo, 40, Japan"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""longitude"":139.7677,""latitude"":35.64269999999999}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":707658936073,""comment_present"":true,""via"":""Web form""},{""event_type"":""Change"",""status"":""pending"",""via_reference_id"":null,""id"":707658936113,""previous_value"":""open"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""5285""},""id"":707658936153,""previous_value"":""4339"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""946""},""id"":707658936173,""previous_value"":""1602"",""via"":""Web form""}]",7.07659E+11,38859,1557913918,51:58.0,3.68483E+11,Web form,"{""location"":""Tokyo, 40, Japan"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.84 Safari/537.36"",""longitude"":139.7677,""latitude"":35.64269999999999}",Audit
[],7.08322E+11,38859,1557913921,52:01.0,3.68483E+11,Web service,"{""location"":""Japan"",""client"":null,""longitude"":139.69,""latitude"":35.69}",Audit
"[{""event_type"":""Change"",""via_reference_id"":null,""removed_tags"":[],""id"":708324453274,""added_tags"":[""jira_escalated""],""tags"":[""datacenter_aws"",""inc"",""jira_escalated"",""treasure_data"",""zopim_chat"",""zopim_chat_ended""],""via"":""Web service""}]",7.08324E+11,38865,1557914129,55:29.0,5396187947,Web service,"{""location"":""Tokyo, 40, Japan"",""client"":null,""longitude"":139.7677,""latitude"":35.64269999999999}",Audit
"[{""event_type"":""Change"",""via_reference_id"":null,""id"":707661482713,""previous_value"":""0"",""via"":""Web form"",""type"":""question""},{""event_type"":""Change"",""via_reference_id"":null,""priority"":""normal"",""id"":707661482793,""previous_value"":""0"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""removed_tags"":[],""id"":707661482873,""added_tags"":[""category-tools"",""console-newtd"",""ended-escalated-engineer""],""tags"":[""category-tools"",""console-newtd"",""datacenter_aws"",""ended-escalated-engineer"",""inc"",""jira_escalated"",""treasure_data"",""zopim_chat"",""zopim_chat_ended""],""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""81568788"":""ended-escalated-engineer""},""id"":707661482933,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""77496087"":""console-newtd""},""id"":707661482993,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""77984587"":""category-tools""},""id"":707661483093,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""594""},""id"":707661483193,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""594""},""id"":707661483253,""previous_value"":null,""via"":""Web form""}]",7.07661E+11,38865,1557914142,55:42.0,5396187947,Web form,"{""location"":""Tokyo, 40, Japan"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""longitude"":139.7677,""latitude"":35.64269999999999}",Audit
"[{""subject"":""Run Historyが表示されないQueriesについて"",""event_type"":""Change"",""via_reference_id"":null,""id"":707661640173,""previous_value"":""Chat with Yoko Komatsu"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""605""},""id"":707661640193,""previous_value"":""594"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""11""},""id"":707661640213,""previous_value"":""594"",""via"":""Web form""}]",7.07662E+11,38865,1557914157,55:57.0,5396187947,Web form,"{""location"":""Tokyo, 40, Japan"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""longitude"":139.7677,""latitude"":35.64269999999999}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":707663230033,""comment_present"":true,""via"":""Mail""},{""event_type"":""Change"",""status"":""open"",""via_reference_id"":null,""id"":707663230133,""previous_value"":""pending"",""via"":""Mail""}]",7.07663E+11,38849,1557914302,58:22.0,3.78131E+11,Mail,"{""location"":null,""client"":""Becky! ver. 2.73 [ja]"",""longitude"":null,""latitude"":null}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":707665035173,""comment_present"":true,""via"":""Web form""},{""event_type"":""Change"",""status"":""pending"",""via_reference_id"":null,""id"":707665035253,""previous_value"":""open"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""5186""},""id"":707665035333,""previous_value"":""4295"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""891""},""id"":707665035393,""previous_value"":""257"",""via"":""Web form""}]",7.07665E+11,38836,1557914467,01:07.0,26702680788,Web form,"{""location"":""Tokyo, 40, Japan"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""longitude"":139.7677,""latitude"":35.64269999999999}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":707666232153,""comment_present"":true,""via"":""Web service""},{""event_type"":""Change"",""status"":""open"",""via_reference_id"":null,""id"":707666232293,""previous_value"":""pending"",""via"":""Web service""}]",7.07666E+11,38859,1557914526,02:06.0,3.75739E+11,Web service,"{""location"":""Fairfield, CT, United States"",""client"":""node-zendesk/1.3.0 (node/10.14.2)"",""longitude"":-73.2637,""latitude"":41.1412}",Audit
"[{""event_type"":""Change"",""via_reference_id"":null,""removed_tags"":[],""id"":707670081653,""added_tags"":[""jira_escalated""],""tags"":[""datacenter_aws"",""inc"",""jira_escalated"",""treasure_data"",""zopim_chat"",""zopim_chat_ended""],""via"":""Web service""}]",7.0767E+11,38866,1557914714,05:14.0,5396187947,Web service,"{""location"":""Tokyo, 40, Japan"",""client"":null,""longitude"":139.7677,""latitude"":35.64269999999999}",Audit
"[{""subject"":""Presto Utilization Dashboardの\""Presto Query Details\""表情報について"",""event_type"":""Change"",""via_reference_id"":null,""id"":708333665894,""previous_value"":""Chat with YOSHIAKI KATOU"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""id"":708333665934,""previous_value"":""0"",""via"":""Web form"",""type"":""question""},{""event_type"":""Change"",""via_reference_id"":null,""priority"":""normal"",""id"":708333666014,""previous_value"":""0"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""removed_tags"":[],""id"":708333666054,""added_tags"":[""category-tools"",""console-newtd"",""ended-escalated-engineer""],""tags"":[""category-tools"",""console-newtd"",""datacenter_aws"",""ended-escalated-engineer"",""inc"",""jira_escalated"",""treasure_data"",""zopim_chat"",""zopim_chat_ended""],""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""81568788"":""ended-escalated-engineer""},""id"":708333666114,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""77496087"":""console-newtd""},""id"":708333666154,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""77984587"":""category-tools""},""id"":708333666214,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""596""},""id"":708333666274,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""596""},""id"":708333666314,""previous_value"":null,""via"":""Web form""}]",7.08334E+11,38866,1557914757,05:57.0,5396187947,Web form,"{""location"":""Tokyo, 40, Japan"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""longitude"":139.7677,""latitude"":35.64269999999999}",Audit
