child_events,id,ticket_id,timestamp,updater_id,via,system,event_type
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":706827756493,""comment_present"":true,""via"":""Mail""},{""event_type"":""Change"",""status"":""open"",""via_reference_id"":null,""id"":706827756633,""previous_value"":""pending"",""via"":""Mail""}]",706827756433,38796,1557853694,363311056827,Mail,"{""location"":""United States"",""client"":null,""longitude"":-97.822,""latitude"":37.751000000000005}",Audit
"[{""subject"":""Master Window Limit Error"",""event_type"":""Change"",""via_reference_id"":null,""id"":707549336214,""previous_value"":""Chat with Michael Healy"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""id"":707549336354,""previous_value"":""0"",""via"":""Web form"",""type"":""question""},{""event_type"":""Change"",""via_reference_id"":null,""priority"":""normal"",""id"":707549336434,""previous_value"":""0"",""via"":""Web form""},{""event_type"":""Change"",""status"":""pending"",""via_reference_id"":null,""id"":707549336534,""previous_value"":""open"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""removed_tags"":[],""id"":707549336574,""added_tags"":[""category-cdp"",""cdp_segment_builder"",""ended-escalated-only-support""],""tags"":[""category-cdp"",""cdp_segment_builder"",""datacenter_aws"",""ended-escalated-only-support"",""inc"",""treasure_data"",""zopim_chat"",""zopim_chat_ended""],""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""81568788"":""ended-escalated-only-support""},""id"":707549336634,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""77496087"":""cdp_segment_builder""},""id"":707549336674,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""77984587"":""category-cdp""},""id"":707549336714,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""224""},""id"":707549336754,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""224""},""id"":707549336774,""previous_value"":null,""via"":""Web form""}]",707549336134,38835,1557856745,26702680788,Web form,"{""location"":""Kampala, 37, Uganda"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""longitude"":32.56559999999999,""latitude"":0.3155999999999892}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":707549795294,""comment_present"":true,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""88""},""id"":707549795414,""previous_value"":""76"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""12""},""id"":707549795454,""previous_value"":""76"",""via"":""Web form""}]",707549795234,38832,1557856767,26702680788,Web form,"{""location"":""Kampala, 37, Uganda"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""longitude"":32.56559999999999,""latitude"":0.3155999999999892}",Audit
"[{""subject"":""td.last_job.num_records"",""event_type"":""Change"",""via_reference_id"":null,""id"":706916665353,""previous_value"":""Chat with Pasquale Del Giudice"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""id"":706916665573,""previous_value"":""0"",""via"":""Web form"",""type"":""question""},{""event_type"":""Change"",""via_reference_id"":null,""priority"":""normal"",""id"":706916665673,""previous_value"":""0"",""via"":""Web form""},{""event_type"":""Change"",""status"":""solved"",""via_reference_id"":null,""id"":706916665753,""previous_value"":""open"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""removed_tags"":[],""id"":706916665913,""added_tags"":[""category-workflow"",""ended-escalated-only-support"",""workflow-operator""],""tags"":[""category-workflow"",""ended-escalated-only-support"",""inc"",""treasure_data"",""workflow-operator"",""zopim_chat"",""zopim_chat_ended""],""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""81568788"":""ended-escalated-only-support""},""id"":706916666033,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""77496087"":""workflow-operator""},""id"":706916666133,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""77984587"":""category-workflow""},""id"":706916666193,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""47""},""id"":706916666333,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""47""},""id"":706916666433,""previous_value"":null,""via"":""Web form""}]",706916665153,38833,1557857418,26702680788,Web form,"{""location"":""Kampala, 37, Uganda"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""longitude"":32.56559999999999,""latitude"":0.3155999999999892}",Audit
"[{""subject"":""Google DPF Error."",""event_type"":""Change"",""via_reference_id"":null,""id"":707544571894,""previous_value"":""Chat with Rolando Bernabe Tribo"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""id"":707544572034,""previous_value"":""0"",""via"":""Web form"",""type"":""question""},{""event_type"":""Change"",""via_reference_id"":null,""priority"":""normal"",""id"":707544572174,""previous_value"":""0"",""via"":""Web form""},{""event_type"":""Change"",""status"":""pending"",""via_reference_id"":null,""id"":707544572294,""previous_value"":""open"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""removed_tags"":[],""id"":707544572414,""added_tags"":[""category-data-collection-bulk"",""ended-escalated-only-support"",""job-investigation-datacolbulk"",""notification-datacolbulk""],""tags"":[""category-data-collection-bulk"",""datacenter_aws"",""ended-escalated-only-support"",""inc"",""job-investigation-datacolbulk"",""notification-datacolbulk"",""treasure_data"",""unified_console_beta"",""zopim_chat"",""zopim_chat_ended""],""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""81568788"":""ended-escalated-only-support""},""id"":707544572454,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""77496087"":""job-investigation-datacolbulk notification-datacolbulk""},""id"":707544572514,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""77984587"":""category-data-collection-bulk""},""id"":707544572554,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""1995""},""id"":707544572634,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""1995""},""id"":707544572694,""previous_value"":null,""via"":""Web form""}]",707544571694,38834,1557856504,26702680788,Web form,"{""location"":""Kampala, 37, Uganda"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""longitude"":32.56559999999999,""latitude"":0.3155999999999892}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":707539403954,""comment_present"":true,""via"":""Web form""},{""subject"":""Segment Query Optimization."",""event_type"":""Create"",""via_reference_id"":null,""id"":707539404134,""via"":""Web form""},{""event_type"":""Create"",""via_reference_id"":null,""requester_id"":365524489888,""id"":707539404294,""via"":""Web form""},{""event_type"":""Create"",""via_reference_id"":null,""id"":707539404434,""assignee_id"":26702680788,""via"":""Web form""},{""event_type"":""Create"",""via_reference_id"":null,""id"":707539404614,""group_id"":25879637,""via"":""Web form""},{""event_type"":""Create"",""organization_id"":""27876421048"",""via_reference_id"":null,""id"":707539404794,""via"":""Web form""},{""event_type"":""Create"",""via_reference_id"":null,""ticket_form_id"":""166578"",""id"":707539404914,""via"":""Web form""},{""event_type"":""Create"",""brand_id"":""381217"",""via_reference_id"":null,""id"":707539405034,""via"":""Web form""},{""event_type"":""Create"",""status"":""pending"",""via_reference_id"":null,""id"":707539405194,""via"":""Web form""},{""event_type"":""Create"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""1863""},""id"":707539405334,""via"":""Web form""},{""event_type"":""Create"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""1863""},""id"":707539405474,""via"":""Web form""},{""event_type"":""Create"",""via_reference_id"":null,""custom_ticket_fields"":{""26703268"":""0""},""id"":707539405554,""via"":""Web form""},{""event_type"":""Create"",""via_reference_id"":null,""priority"":null,""id"":707539405634,""via"":""Web form""},{""event_type"":""Create"",""via_reference_id"":null,""id"":707539405774,""via"":""Web form"",""type"":null},{""event_type"":""Create"",""via_reference_id"":null,""removed_tags"":[],""id"":707539405894,""added_tags"":[""datacenter_aws"",""unified_console_beta""],""tags"":[""datacenter_aws"",""unified_console_beta""],""via"":""Web form""}]",707539403774,38838,1557856246,26702680788,Web form,"{""location"":""Kampala, 37, Uganda"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""longitude"":32.56559999999999,""latitude"":0.3155999999999892}",Audit
"[{""subject"":""Long Running Query"",""event_type"":""Change"",""via_reference_id"":null,""id"":707569294894,""previous_value"":""Chat with Stephen Cheung"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""3429""},""id"":707569294974,""previous_value"":""3423"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""6""},""id"":707569295034,""previous_value"":""3423"",""via"":""Web form""}]",707569294854,38826,1557857434,26702680788,Web form,"{""location"":""Kampala, 37, Uganda"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""longitude"":32.56559999999999,""latitude"":0.3155999999999892}",Audit
"[{""event_type"":""Change"",""via_reference_id"":null,""ticket_form_id"":""166578"",""id"":707572204074,""previous_value"":""175777"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""4009""},""id"":707572204194,""previous_value"":""2115"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""1894""},""id"":707572204334,""previous_value"":""2115"",""via"":""Web form""}]",707572203954,38836,1557857567,26702680788,Web form,"{""location"":""Kampala, 37, Uganda"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""longitude"":32.56559999999999,""latitude"":0.3155999999999892}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":706920638633,""comment_present"":true,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""4038""},""id"":706920638693,""previous_value"":""4009"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""29""},""id"":706920638733,""previous_value"":""1894"",""via"":""Web form""}]",706920638593,38836,1557857603,26702680788,Web form,"{""location"":""Kampala, 37, Uganda"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""longitude"":32.56559999999999,""latitude"":0.3155999999999892}",Audit
"[{""comment_public"":false,""event_type"":""Comment"",""via_reference_id"":null,""id"":706983620013,""comment_present"":true,""via"":""Chat""},{""event_type"":""Create"",""via_reference_id"":null,""requester_id"":365250829394,""id"":706983620153,""via"":""Chat""},{""event_type"":""Create"",""via_reference_id"":null,""removed_tags"":[],""id"":706983620233,""added_tags"":[""datacenter_aws"",""zopim_chat""],""tags"":[""datacenter_aws"",""zopim_chat""],""via"":""Chat""},{""subject"":""Missed Chat with Darren Helton"",""event_type"":""Create"",""via_reference_id"":null,""id"":706983620333,""via"":""Chat""},{""event_type"":""Create"",""status"":""new"",""via_reference_id"":null,""id"":706983620433,""via"":""Chat""},{""event_type"":""Create"",""via_reference_id"":null,""priority"":null,""id"":706983620533,""via"":""Chat""},{""event_type"":""Create"",""via_reference_id"":null,""id"":706983620573,""via"":""Chat"",""type"":null},{""event_type"":""Create"",""organization_id"":""807178738"",""via_reference_id"":null,""id"":706983620673,""via"":""Chat""},{""event_type"":""Create"",""brand_id"":""381217"",""via_reference_id"":null,""id"":706983620713,""via"":""Chat""},{""event_type"":""Create"",""via_reference_id"":null,""ticket_form_id"":""166578"",""id"":706983620813,""via"":""Chat""},{""event_type"":""Create"",""is_public"":""f"",""via_reference_id"":null,""id"":706983620953,""via"":""Chat""}]",706983619893,38839,1557860715,365250829394,Chat,"{""location"":""Fairfield, CT, United States"",""client"":""Zopim-Zendesk Integration v2"",""longitude"":-73.2637,""latitude"":41.1412}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":707533730634,""comment_present"":true,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""id"":707533730734,""assignee_id"":1108748858,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""id"":707533730754,""previous_value"":null,""group_id"":25879637,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""removed_tags"":[],""id"":707533730874,""added_tags"":[""attachment""],""tags"":[""attachment"",""datacenter_aws"",""unified_console_beta""],""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""id"":707533730914,""previous_value"":""0"",""via"":""Web form"",""type"":""question""},{""event_type"":""Change"",""status"":""open"",""via_reference_id"":null,""id"":707533730974,""previous_value"":""new"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""56""},""id"":707533731034,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""56""},""id"":707533731074,""previous_value"":null,""via"":""Web form""}]",707533730574,38837,1557855968,1108748858,Web form,"{""location"":""Sunnyvale, CA, United States"",""client"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""longitude"":-122.0214,""latitude"":37.369699999999995}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":707636995634,""comment_present"":true,""via"":""Chat""},{""event_type"":""Change"",""is_public"":""t"",""via_reference_id"":null,""id"":707636995714,""previous_value"":""0"",""via"":""Chat""}]",707636995494,38839,1557860716,365250829394,Chat,"{""location"":""Fairfield, CT, United States"",""client"":""Zopim-Zendesk Integration v2"",""longitude"":-73.2637,""latitude"":41.1412}",Audit
"[{""comment_public"":false,""event_type"":""Comment"",""via_reference_id"":null,""id"":707637016174,""comment_present"":true,""via"":""Chat""}]",707637016074,38839,1557860716,365250829394,Chat,"{""location"":""Fairfield, CT, United States"",""client"":""Zopim-Zendesk Integration v2"",""longitude"":-73.2637,""latitude"":41.1412}",Audit
"[{""event_type"":""Change"",""via_reference_id"":null,""removed_tags"":[],""id"":706983679313,""added_tags"":[""inc"",""treasure_data"",""zopim_chat_ended"",""zopim_chat_missed""],""tags"":[""datacenter_aws"",""inc"",""treasure_data"",""zopim_chat"",""zopim_chat_ended"",""zopim_chat_missed""],""via"":""Web service""}]",706983679173,38839,1557860717,-1,Web service,"{""location"":null,""client"":null,""longitude"":null,""latitude"":null}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":706988515333,""comment_present"":true,""via"":""Mail""},{""subject"":""Fwd: UI Update Issues"",""event_type"":""Create"",""via_reference_id"":null,""id"":706988517633,""via"":""Mail""},{""event_type"":""Create"",""via_reference_id"":null,""requester_id"":1123859507,""id"":706988517673,""via"":""Mail""},{""event_type"":""Create"",""brand_id"":""381217"",""via_reference_id"":null,""id"":706988517773,""via"":""Mail""},{""event_type"":""Create"",""status"":""new"",""via_reference_id"":null,""id"":706988517913,""via"":""Mail""},{""event_type"":""Create"",""via_reference_id"":null,""priority"":null,""id"":706988517973,""via"":""Mail""},{""event_type"":""Create"",""via_reference_id"":null,""id"":706988518033,""via"":""Mail"",""type"":null},{""event_type"":""Create"",""organization_id"":""260112077"",""via_reference_id"":null,""id"":706988518153,""via"":""Mail""},{""event_type"":""Create"",""via_reference_id"":null,""removed_tags"":[],""id"":706988518273,""added_tags"":[""datacenter_aws""],""tags"":[""datacenter_aws""],""via"":""Mail""},{""event_type"":""Create"",""via_reference_id"":null,""ticket_form_id"":""166578"",""id"":706988518373,""via"":""Mail""}]",706988515213,38840,1557860894,1123859507,Mail,"{""location"":""United States"",""client"":null,""longitude"":-97.822,""latitude"":37.751000000000005}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":707646108894,""comment_present"":true,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""id"":707646109054,""assignee_id"":1108748858,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""id"":707646109134,""previous_value"":null,""group_id"":25879637,""via"":""Web form""},{""event_type"":""Change"",""status"":""open"",""via_reference_id"":null,""id"":707646109194,""previous_value"":""new"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""49""},""id"":707646109274,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""49""},""id"":707646109354,""previous_value"":null,""via"":""Web form""}]",707646108774,38839,1557861053,1108748858,Web form,"{""location"":""San Jose, CA, United States"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:66.0) Gecko/20100101 Firefox/66.0"",""longitude"":-121.8914,""latitude"":37.33879999999999}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":707670754494,""comment_present"":true,""via"":""Mail""}]",707670754374,38839,1557862333,365250829394,Mail,"{""location"":""United States"",""client"":null,""longitude"":-97.822,""latitude"":37.751000000000005}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":707035175893,""comment_present"":true,""via"":""Web form""},{""event_type"":""Change"",""status"":""pending"",""via_reference_id"":null,""id"":707035176033,""previous_value"":""open"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""3233""},""id"":707035176133,""previous_value"":""56"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""3177""},""id"":707035176253,""previous_value"":""56"",""via"":""Web form""}]",707035175773,38837,1557863326,1108748858,Web form,"{""location"":""San Jose, CA, United States"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:66.0) Gecko/20100101 Firefox/66.0"",""longitude"":-121.8914,""latitude"":37.33879999999999}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":707059572433,""comment_present"":true,""via"":""Mail""},{""subject"":""push_exploration_cids question"",""event_type"":""Create"",""via_reference_id"":null,""id"":707059572573,""via"":""Mail""},{""event_type"":""Create"",""via_reference_id"":null,""requester_id"":1123828207,""id"":707059572693,""via"":""Mail""},{""event_type"":""Create"",""brand_id"":""381217"",""via_reference_id"":null,""id"":707059572793,""via"":""Mail""},{""event_type"":""Create"",""status"":""new"",""via_reference_id"":null,""id"":707059572913,""via"":""Mail""},{""event_type"":""Create"",""via_reference_id"":null,""priority"":null,""id"":707059573033,""via"":""Mail""},{""event_type"":""Create"",""via_reference_id"":null,""id"":707059573133,""via"":""Mail"",""type"":null},{""event_type"":""Create"",""via_reference_id"":null,""removed_tags"":[],""id"":707059573193,""added_tags"":[""datacenter_aws"",""query""],""tags"":[""datacenter_aws"",""query""],""via"":""Mail""},{""event_type"":""Create"",""organization_id"":""260109087"",""via_reference_id"":null,""id"":707059573253,""via"":""Mail""},{""event_type"":""Create"",""via_reference_id"":null,""ticket_form_id"":""166578"",""id"":707059573313,""via"":""Mail""}]",707059572273,38841,1557864436,1123828207,Mail,"{""location"":""United States"",""client"":null,""longitude"":-97.822,""latitude"":37.751000000000005}",Audit
"[{""event_type"":""Change"",""via_reference_id"":null,""id"":707090520213,""assignee_id"":1108748858,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""id"":707090520293,""previous_value"":null,""group_id"":25879637,""via"":""Web form""},{""event_type"":""Change"",""status"":""open"",""via_reference_id"":null,""id"":707090520353,""previous_value"":""new"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""59""},""id"":707090520453,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""59""},""id"":707090520533,""previous_value"":null,""via"":""Web form""}]",707090520153,38841,1557866115,1108748858,Web form,"{""location"":""San Mateo, CA, United States"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:66.0) Gecko/20100101 Firefox/66.0"",""longitude"":-122.3041,""latitude"":37.5402}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":707092577173,""comment_present"":true,""via"":""Mail""},{""subject"":""Fwd: UI Update Issues"",""event_type"":""Create"",""via_reference_id"":null,""id"":707092578033,""via"":""Mail""},{""event_type"":""Create"",""via_reference_id"":null,""requester_id"":1123859507,""id"":707092578113,""via"":""Mail""},{""event_type"":""Create"",""brand_id"":""381217"",""via_reference_id"":null,""id"":707092578213,""via"":""Mail""},{""event_type"":""Create"",""status"":""new"",""via_reference_id"":null,""id"":707092578353,""via"":""Mail""},{""event_type"":""Create"",""via_reference_id"":null,""priority"":null,""id"":707092578453,""via"":""Mail""},{""event_type"":""Create"",""via_reference_id"":null,""id"":707092578573,""via"":""Mail"",""type"":null},{""event_type"":""Create"",""via_reference_id"":null,""removed_tags"":[],""id"":707092578653,""added_tags"":[""datacenter_aws"",""inc""],""tags"":[""datacenter_aws"",""inc""],""via"":""Mail""},{""event_type"":""Create"",""organization_id"":""260112077"",""via_reference_id"":null,""id"":707092578753,""via"":""Mail""},{""event_type"":""Create"",""via_reference_id"":null,""ticket_form_id"":""166578"",""id"":707092578773,""via"":""Mail""}]",707092577113,38842,1557866234,1123859507,Mail,"{""location"":""United States"",""client"":null,""longitude"":-97.822,""latitude"":37.751000000000005}",Audit
"[{""event_type"":""Change"",""via_reference_id"":null,""id"":707093786733,""assignee_id"":1108748858,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""id"":707093786793,""previous_value"":null,""group_id"":25879637,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""removed_tags"":[],""id"":707093786833,""added_tags"":[""attachment""],""tags"":[""attachment"",""datacenter_aws"",""inc""],""via"":""Web form""},{""event_type"":""Change"",""status"":""open"",""via_reference_id"":null,""id"":707093786873,""previous_value"":""new"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""35""},""id"":707093786933,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""35""},""id"":707093786973,""previous_value"":null,""via"":""Web form""}]",707093786713,38842,1557866306,1108748858,Web form,"{""location"":""San Mateo, CA, United States"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:66.0) Gecko/20100101 Firefox/66.0"",""longitude"":-122.3041,""latitude"":37.5402}",Audit
"[{""event_type"":""Change"",""via_reference_id"":null,""id"":707751337874,""assignee_id"":1108748858,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""id"":707751337934,""previous_value"":null,""group_id"":25879637,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""removed_tags"":[],""id"":707751337974,""added_tags"":[""attachment""],""tags"":[""attachment"",""datacenter_aws""],""via"":""Web form""},{""event_type"":""Change"",""status"":""open"",""via_reference_id"":null,""id"":707751338034,""previous_value"":""new"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""5""},""id"":707751338154,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""5""},""id"":707751338234,""previous_value"":null,""via"":""Web form""}]",707751337814,38840,1557866324,1108748858,Web form,"{""location"":""San Mateo, CA, United States"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:66.0) Gecko/20100101 Firefox/66.0"",""longitude"":-122.3041,""latitude"":37.5402}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":707532672914,""comment_present"":true,""via"":""Mail""},{""event_type"":""Change"",""status"":""open"",""via_reference_id"":null,""id"":707532672994,""previous_value"":""pending"",""via"":""Mail""}]",707532672794,38836,1557855915,365250829394,Mail,"{""location"":""United States"",""client"":null,""longitude"":-97.822,""latitude"":37.751000000000005}",Audit
[],707753923434,38841,1557866462,364598552667,Mail,"{""location"":""San Jose, CA, United States"",""client"":null,""longitude"":-121.8914,""latitude"":37.33879999999999}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":707099681453,""comment_present"":true,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""removed_tags"":[],""id"":707099690353,""added_tags"":[""new_attachment""],""tags"":[""datacenter_aws"",""new_attachment"",""query""],""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""494""},""id"":707099690413,""previous_value"":""354"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""140""},""id"":707099690533,""previous_value"":""295"",""via"":""Web form""}]",707099681373,38841,1557866638,364598552667,Web form,"{""location"":""San Jose, CA, United States"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""longitude"":-121.8914,""latitude"":37.33879999999999}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":369797166053,""id"":707783509214,""comment_present"":true,""via"":""Merge""},{""event_type"":""Change"",""status"":""closed"",""via_reference_id"":369797166053,""id"":707783509574,""previous_value"":""open"",""via"":""Merge""},{""event_type"":""Change"",""via_reference_id"":369797166053,""removed_tags"":[],""id"":707783509694,""added_tags"":[""closed_by_merge""],""tags"":[""attachment"",""closed_by_merge"",""datacenter_aws""],""via"":""Merge""}]",707783509054,38840,1557867923,1108748858,Merge,"{""location"":""San Mateo, CA, United States"",""client"":null,""longitude"":-122.3041,""latitude"":37.5402}",TicketMergeAudit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":707783525794,""comment_present"":true,""via"":""Merge""}]",707783525514,38842,1557867924,1108748858,Merge,"{""location"":""San Mateo, CA, United States"",""client"":null,""longitude"":-122.3041,""latitude"":37.5402}",TicketMergeAudit
